Stock,Comment,Commented By,Timestamp
Deepak Nitrite,"EUROPE  PHENOL  prices  also  rising  

Phenol  prices  in  Germany  have  risen  by  USD  70  per  ton",RK0079,2025-02-21 04:12:00
Deepak Nitrite,Gujarat  capex  of  14000  crores  will  make  this  company  a  giant...  accumulate  stock  on  dips   for  5  years  &  see  the  magic  from  here....,rizulagg5,2025-02-20 20:23:00
Deepak Nitrite,tmrw  1920  sureshot  deepak....NTR,raju20089116,2025-02-20 19:15:00
Deepak Nitrite,Buy  and  hold  for  immediate  target  of  Rs  2250.....,Dewanand,2025-02-20 16:10:00
Deepak Nitrite,Jisko  stock  mkt  ka  ABC  nhi  aata....  kuchh  bhi  likh  deta  hai.....  free  ka  forum  hai....  If  this  could  be  paid  service..  hardly  5  percent  would  have  enrolled....,Dewanand,2025-02-20 15:09:00
Deepak Nitrite,i  am  holding  since  190  level  year  2018,anilpharma11,2025-02-20 14:34:00
Deepak Nitrite,What  happened  to  your  sell  call  this  has  spared  over  2350.  Bhaiya  yeh  toh  bus  shuraat  hai  deepak  is  destined  to  go  to  new  highs  in  2024  just  buy  and  hold  this  gem.,ahuja.12,2025-02-20 14:17:00
Deepak Nitrite,Almost  31000  shares  by  promoter  at  1900    is  cheapest  deal....  can  see  2500  soon....,Dewanand,2025-02-20 06:47:00
Deepak Nitrite,Heavy  short  covering  this  week  will  lead  the  Deepak  nitrate  stock  to  2200  above,NCB1970,2025-02-19 21:50:00
Deepak Nitrite,promoters  continuously  acquiring  Deepak  Nitrite  shares...,rizulagg5,2025-02-19 19:34:00
Deepak Nitrite,"deepak  ntr  will  touch  1800  brokers  Avging  der  losses  now

chances  to  big  drop  from  here",raju20089116,2025-02-19 12:04:00
Deepak Nitrite,Some  prominent  analyst  recommended  for  Rs  2340  by  next  week.,Dewanand,2025-02-19 11:52:00
Deepak Nitrite,Today  again  promoters  and  institutions  may  grab  ...,Dewanand,2025-02-19 11:49:00
Deepak Nitrite,stock  is  out  of  FandO  ban,kamal20,2025-02-19 09:06:00
Deepak Nitrite,get  ready  for  Rs  2250  .....,Dewanand,2025-02-19 08:56:00
Deepak Nitrite,promoters  bought  yesterday  aaj  UC  lagao,PrimeWork,2025-02-19 07:54:00
Deepak Nitrite,2700  level  is  on  cards.  wait  for  45  days.,sunil2905,2025-02-18 19:00:00
Deepak Nitrite,Investor  call  was  very  optimistic.  Management  has  given  positive  guidance  on  Q4  and  Q1FY26.  Stock  will  rebound  and  any  correction  would  be  temporary.  Retailers  pls  dont  sell  single  stock.  hold  it  tight.,CA Manish,2025-02-18 02:03:00
Deepak Nitrite,stock  has  been  retained  in  FandO  ban,kamal20,2025-02-17 23:07:00
Deepak Nitrite,It  is  going  to  Rs  2250......Jahan  se  niche  aaya  ....  vaapas  ja  rha  hai......,Dewanand,2025-02-17 13:11:00
Deepak Nitrite,"dn  is  investment  sureshot  ,only  long  term  investor  will  benefit  ,  at  present  it  is  a  very  compulsive  buy  ,  buy  now  and  forget  multibagger  returns
not  for  traders  ,  hold  and  forget  -  3000  sureshot",CBI stocks,2025-02-17 10:36:00
Deepak Nitrite,today  stock  is  under  FandOban,kamal20,2025-02-17 09:18:00
Deepak Nitrite,Sell  at  these  levels  for  a  target  of  2180-2200.Selling  pressure  seen  at  2300-2320  levels.,karqwee,2025-02-17 09:00:00
Deepak Nitrite,"Compared  to  other  chemical  companies  where  profit  has  halved,  deepaks  numbers  are  impressive.  whats  more  imp  is  going  into  q4  new  products  coming  online  which  will  aid  the  figures.  Once  2500  plus  is  sustained  it  will  rocket  to  new  life  highs.  One  of  the  best  plays  in  the  chemical  sector.",ahuja.12,2025-02-17 00:13:00
Deepak Nitrite,what  will  be  the  impact  of  fno  ban,bullvj,2025-02-16 23:41:00
Deepak Nitrite,when  we  see  the  2500  figure  near  future,vin0d1530,2025-02-16 10:55:00
Deepak Nitrite,The  global  chemical  industry  continued  to  witness  adverse  conditions  in  the  third  quarter.,ytin,2025-02-16 09:55:00
Deepak Nitrite,"Chemical  is  a  cyclical  Industry.  The  molecules  get  commoditised  over  a  period  of  time  and  hence  margin  reduces.  Hence  from  valuation  point  of  view  anything  in  excess  of  20  PE  is  expensive.  So  all  these  high  prced  Deepak,  Arti,  SRF,  Navin  etc  are  bound  to  correct.  Today  it  is  Deepak  turn  and  tomorrow  another  high  priced  Chemical  stock  .  Better  to  book  profit  at  higher  levels  and  reenter  when  PE  levels  come  to  10  to  15.  In  fact  all  these  companies  were  available  at  PE  10  to  15  only  before  the  rally  started.",Cool Bull,2025-02-16 08:37:00
Deepak Nitrite,Dont  buy...  Next  Aarti  industries  hone  wala  hai  yeh....  ????????,ksir,2025-02-16 07:28:00
Deepak Nitrite,Selling  seen  on  higher  levels.  Sell  at  current  levels  for  a  downside  target  of  2180.Sell.,karqwee,2025-02-16 05:43:00
Deepak Nitrite,"some  frineds  trap  on  higher  price  and  they  wish  its  rebounce  and  some  those  who  sold  on  higher  price  wish  to  come  down  so  can  add  again.    See  this  share  alrady  well  corrected  in  the  past  but  market  no  reward  if  see  the  bad  results  so  take  care,  i  only  wait  to  below  1820  and  than  start  to  add  in  parts  with  the  reason  if  break  the  1812  than  we  will  see  big  down  fall  so  add  first  part  at  1812  and  keep  money  to  add  next  in  the  9  parts  on  every  dip  of  RS  40  from  1812  means  1782,  1742  ,  keep  follow  to  see  how  to  handle  and  play  safe  in  the  current  market.",therealthirdeye2015,2025-02-15 23:40:00
Deepak Nitrite,only  sell  sell  sell  sell  sell,patelbhai757,2025-02-15 16:42:00
Deepak Nitrite,production  very  low  Hyderabad  plant,chiruramky,2025-02-15 09:43:00
Deepak Nitrite,kitna  bhi  buy  karlo  jana  to  neechay  hi  hai  ......nirmala  ke  tax  cut  se  GDP  boost  nhi  honay  waali  ......,ThefabulousPenguin,2025-02-15 09:25:00
Deepak Nitrite,Net  Sales  at  Rs  crore  in  December  2023  down  17.54%  from  Rs.  crore  in  December  2022.  Sell  at  cmp  as  selling  pressure  is  highly  probable  today  with  a  downside  target  of  2180.,karqwee,2025-02-15 03:58:00
Deepak Nitrite,lol  this  garbage  is  still  at  these   the  long  term  investors  are  having  a  good  time...I  do  remember  some  few  clowns  names  in  this  forum,yjh,2025-02-15 01:34:00
Deepak Nitrite,"Deepak  Nitrite  December  2023  (Quarterly)  Income  at  Rs  2,009  crore  vs  Rs  1,991  crore  YoY.  PAT  at  Rs  202  crore  vs  Rs  209  crore  YoY",JP_Morgan,2025-02-15 00:31:00
Deepak Nitrite,any    update  about  promoter  buying  today   promoter  not  buying,ChachaChaudhary,2025-02-14 20:32:00
Deepak Nitrite,"as  per  derivative  market  Data,  it  will  go  down  to    min  1800  level...
happy  trading.",Sammy21,2025-02-14 18:11:00
Deepak Nitrite,atleast  now  people  will  understand  that  promoter  buying  is  not  always  positive  it  can  be  a  trap  also,ChachaChaudhary,2025-02-14 14:34:00
Deepak Nitrite,dont  panic  buy  or  hold  deepak  ntc  cmp  1900  this  month  target  2100  sl  1850,alightindia,2025-02-14 13:34:00
Deepak Nitrite,Get  to  ready  to  buy  deepaknitrite  right  now  1890  immediately  100  quantityexit  in  1910,raja114,2025-02-14 12:53:00
Deepak Nitrite,Buy  Deepak  nitrate  above  1922  for  tgt  of  2000  to  2050  with  sl  of  1870,Sunil_Kumar,2025-02-14 12:52:00
Deepak Nitrite,"Deepak  Nitrite  Q3  consolidated  profit  plunges  51.5prcnt,  revenue  declines  5.3prcnt

1  Profit  plunges  51.5prcnt  to  Rs  98.1  crore  Vs  Rs  202  crore,  YoY

2  Revenue  declines  5.3prcnt  to  Rs  1,903.4  crore  Vs  Rs  2,009.2  crore,  YoY",kamal20,2025-02-14 12:17:00
Deepak Nitrite,allow  me  to  laugh  again   promoter  buy  more  stake,ThefabulousPenguin,2025-02-14 12:09:00
Deepak Nitrite,buy  intraday  btst  deepak  ntr  Target  will  be  2100  to  2350  friends  its  just  manipulation  nothing  is  worried  in  this  blue  chip  stocks,ovi04vahora,2025-02-14 11:47:00
Deepak Nitrite,"Friends  NSE,Deepak  nitrite  management  and  Research  analysts  Mr  S  Jigar  Patel  combined  efforts  manipulated  stock  price  from  4th  February  onwards  after  buy  recommendation  published  in  Money  control.  
on  13th  February  also    buy  recommendation  was  given  I  ET  swadesh  for  target  of  2350.
in  option  chain  NSE  is  manipulating  Theoretical  value  of  option  by  using  fake  Black  scholes  pricing  model.  I  need  your  support  to  expose  NSE  act  of  Manipulation  based  on  Money  control,  ET,Economics  time   than  90  percent  retail  investors  are  cheated  in  option  trade  by  NSE.  
please  support  me  ,I  need  your  support.  my  email  ID  is  Motivatorsglobal  at  email.  com",Tri239,2025-02-14 11:34:00
Deepak Nitrite,best  for  long  term  Paragon  Fine  speciality,dhonu1,2025-02-14 11:27:00
Deepak Nitrite,"stock  will  touch  1600,today  lower  circuit",stock_trader2025,2025-02-14 11:16:00
Deepak Nitrite,sabki  lagne  vali   300  percent  gaya  tha  opar  .200  percent  to  girna  hi  chahiye,investor_baba,2025-02-14 11:09:00
Deepak Nitrite,please  keep  in  mind  when  script  will  trade  above  at  average  price  it  can  hít  2100-  2150  today  or  tomorrow,subashsingh,2025-02-14 10:23:00
Deepak Nitrite,"The  market  does  not  work  on  the  basis  of  profit  or  loss.  Take  2  examples.  Lupin  showed  unexpected  profits  and  DeepakNtr  showed  negative.  Now  both  are  going  down.  Its  all  about  sentiments  of  the  market.  See  the  opportunity  and  invest  now.  Deepak,  Lupin,  escorts,  syngene,  hindcopper,  cdsl  and  there  are  many  more  at  discounted  prices.",ShamanResearch,2025-02-14 10:11:00
Deepak Nitrite,now  you  can  buy  deepak  nitrates  with  out  fear  it  can  close  above  2100  at  EOD,subashsingh,2025-02-14 10:10:00
Deepak Nitrite,keep  tracking  for  sharp  recovery.  The  result  was  expected  bad  due  to  demand  fall  and  high  raw  material  prices.,ShamanResearch,2025-02-14 10:03:00
Deepak Nitrite,"Happy  Guys,  hope  you  all  have  booked  good  gains  in  Deepak  Nitrite.  Have  a  profitable  day  ahead.",neha_0103,2025-02-14 09:57:00
Deepak Nitrite,exist  exist  e  exist  exist,ddg1966,2025-02-14 09:51:00
Deepak Nitrite,"Deepak  Nitrite  shares  hit  10prcnt  lower  circuit  as  weak  Q3  earnings  dampen  sentiment.

EBITDA  tumbled  44.7  percent  to  Rs  168.5  crore  from  Rs  304.6  crore,  impacted  by  higher  input  costs  and  lower  realizations.

Deepak  Nitrites  operating  margins  shrank  to  8.9  percent  from  15.2  percent  in  the  year-ago  quarter,  highlighting  cost  pressures  and  weaker  pricing  power.",kamal20,2025-02-14 09:49:00
Deepak Nitrite,"Guys  watch  out  Deepak  Nitrite  above  2251,  cash  levels  keeping  happy  sl  in  mind.  Thanks.",neha_0103,2025-02-14 09:31:00
Deepak Nitrite,What  can  i  do  now  i  m  holding  the  2400  ce  at  80    plzzz  suggest,rohan890,2025-02-14 09:17:00
Deepak Nitrite,dont  worry  promoter  will  buy  more  stake  lol,ThefabulousPenguin,2025-02-14 09:05:00
Deepak Nitrite,"future  trajectory  of  Deepak  Nitrite  stock  will  be  dependent  upon,  how  fast  the  revenue  doubles  from   stable  margins  at  15-17%",rizulagg5,2025-02-14 06:55:00
Deepak Nitrite,"I  am  holding  this  scrip  since  April  2021  ,  Almost  3  years  which  has  been  like  a  roller  coaster  ride  .  No  regrets",RK0079,2025-02-14 06:06:00
Deepak Nitrite,Some  long  term  investors  of  DN  in  this  forum  were  talking  about  holding  this  scrip  for  10  to  15    years  to  create  generational  wealth  .  Stock  2  years  chala  nahi  sab  bhaage  shares  bech  ke  ..  ahahah  ..,RK0079,2025-02-14 06:05:00
Deepak Nitrite,Results  are  good  .  Other  chemical  companies  like  SRF  etc  have  show  50  percentage  decline  in  revenue  and  margins  .  DN  on  the  other  hand  is  maintaining  its  business  is  a  very  decent  way  .,RK0079,2025-02-14 06:02:00
Deepak Nitrite,Results  doesnt  matter.Start  booking  profits  in  your  portfolio  because  party  is  over  for  bulls,believe_me_2015,2025-02-13 23:25:00
Deepak Nitrite,Mkt  will  open  down  people  will  short  in  the  morning.  Concall  in  a  few  days  then  will  be  back  again.  Next  quarter  onwards  we  can  see  big  jump  as  new  production  lines  come  on  stream.  Future  is  bright  no  doubt.,ahuja.12,2025-02-13 23:24:00
Deepak Nitrite,why  promoter  was  buying  to  trap  retailers   put  wrong  estimates  7  rupees  eps  this  qtr    half  of  what  was  yoy........  28  ruppees  fwd  earnings  stock  is  too  expensive  500-1000  will  be  my   ....earlier  was  1500  but  promoter  keep  fooling  retail  investor,ThefabulousPenguin,2025-02-13 21:58:00
Deepak Nitrite,most  of  probably  stock  is  opening  2-3%  down  and  spike  recovery  not  possible  chemical  stock  disappointing  numbers.,rv8866,2025-02-13 21:41:00
Deepak Nitrite,Yar  bc  call  lia  hua  mne  80  pe  20  pe  agaya  h,rohan890,2025-02-13 21:32:00
Deepak Nitrite,Bhai  kaha  dkha  tune  result,rohan890,2025-02-13 21:31:00
Deepak Nitrite,Revenue  of  1903cr  has  missed  estimates  of  2021cr  and  PAT  of  98cr  has  missed  estimates  of  183cr.  Crash  begins  tomorrow  under  2100,rishi30790,2025-02-13 21:26:00
Deepak Nitrite,I  dont  give  a  damn  about  result  will  buy  at  lower  level..chances  doesnt  come  often  ..been  accumulating  since  500  level,BigBillionBull,2025-02-13 21:15:00
Deepak Nitrite,results  are  flat  YoY  and   revenue  growth  expected  from  Q3FY25........,rizulagg5,2025-02-13 21:07:00
Deepak Nitrite,Results  doesnt  matter.  tomorrow  entire  market  will  bleed  red.  Party  over  for  bulls????,believe_me_2015,2025-02-13 20:50:00
Deepak Nitrite,"Results  are  a  howler.  Worst  ever  quarter  seen  in  last  4-5  years.

Very  difficult  or  recover  money  invested.  Pray  it  recovers  soon.",tsn711,2025-02-13 20:23:00
Deepak Nitrite,"both  revenue  and  net  profit  dropped  to  74  crores,  this  can  correct  more  due  to  steep  valuations  and  subdued  chemical  margins",hyena666,2025-02-13 20:14:00
Deepak Nitrite,Big  negative.  Worst  result  51  percent  drop  in  profit  YOY  and  5.5  percent  drop  in  revenue  YOY.,Trader_4,2025-02-13 20:11:00
Deepak Nitrite,Result  out  on  bse  website,maggiraj,2025-02-13 20:10:00
Deepak Nitrite,please  up  date  results  today,amarnadhh,2025-02-13 17:47:00
Deepak Nitrite,bro  as  per  option  chain  put  writer  close  their  position  and  call  writer  increase  their  position  so  beware  agar  2200  ka  level  tuta  2000  par  rukega  after  result  dekhege,kali4,2025-02-13 11:10:00
Deepak Nitrite,now  upper  journey  started  from  today  it  will  hitt  2550  with  in  5  trading  sessions  decision  is  yours,subashsingh,2025-02-13 07:13:00
Deepak Nitrite,I  feel  regret...  by  mistake  posted  1700  instead  of  Rs  2300....For  Bharti  AIRTEL  it  was  1700  now  today  1750.,Dewanand,2025-02-13 06:50:00
Deepak Nitrite,Tomorrow  it  may  test  Rs  1700   result  will  further  boost  up  stock  price....,Dewanand,2025-02-12 22:46:00
Deepak Nitrite,my  short  term  Target  of  deepak  nitrates  2450  with  in  3  trading  sessions  tomorrow  earnings  will  come  nice  results,subashsingh,2025-02-12 20:56:00
Deepak Nitrite,buy  deepak  nitrite..  12-15%  profit  in  1-2  month,shaitanji420,2025-02-11 12:17:00
Deepak Nitrite,deepak  nitrate  is  manipulated  by  price  recommendation  given  by  sjigar  patel  of  anand  rathi  from  4th  february  onwards.,Tri239,2025-02-11 11:28:00
Deepak Nitrite,No  hope  from  this  junk,Tri239,2025-02-10 12:56:00
Deepak Nitrite,2219  very  strong  support  for  deepak  nitrite,ThefabulousPenguin,2025-02-08 12:56:00
Deepak Nitrite,wapas  2200  agaya  it  should  see  1000  levels  someday,ThefabulousPenguin,2025-02-05 19:11:00
Deepak Nitrite,"the  companys  unit,  Deepak  Chem  Tech,  signed  a  Memorandum  of  Understanding  worth  Rs  9,000  crore  with  the  Gujarat  government.",kamal20,2025-02-01 10:23:00
Deepak Nitrite,"Deepak  Nitrite  unit  Deepak  Chem  Tech  signs  MoU  worth  Rs  9,000  crore  with  Gujarat  Government.",RK0079,2025-02-01 03:36:00
Deepak Nitrite,"3.  Aniline  is  a  primary  building  block  for  manufacturing  of  isocyanates  or  urethanes,  rubber  chemicals,  dyes  and  intermediates,  important  pharmaceuticals,  agrochemical  intermediates,  speciality  chemicals,  electronic  chemicals  and  in  coatings  and  certain
polymer  applications.",Simple_tipa,2025-01-31 18:30:00
Deepak Nitrite,"2.  Methyl  methacrylate  MMA  is  used  to  manufacture  PMMA  which  is  used  in  architecture  and  construction,  lighting,  automotive  and  transportation,  electronics  like  TV  and  smartphone  displays,  medical  and  healthcare  devices,  storage  cabinets,  furniture.  The  other  application  areas  of  AAMA  are  in  acrylates  based  paint  and  coatings,  impact  modifiers,  processing  aids  and  other  speciality  chemicals.",Simple_tipa,2025-01-31 18:28:00
Deepak Nitrite,"1.    Polycarbonate  is  used  in  electrical  and  electronic  components,  5G  and  other  high  end  telecommunications  devices,  automotive  and  transportation,  aviation  and  defense  applications,  medical  devices,  consumer  durables,  sports  and  recreational,    construction  materials,  composites,  3D  printing,  components  for  renewable  energies  etc",Simple_tipa,2025-01-31 18:25:00
Deepak Nitrite,it  will  break  2300  &  heading  towards  2350  -  -2400-2500  in  two  trading  sessions  (  SRF  &  deepak  nitrates)  both  targets  are  similar,subashsingh,2025-01-31 13:13:00
Deepak Nitrite,0  expectations  going  into  this  quarter  results.  Lets  see  what  they  deliver.,ahuja.12,2025-01-31 09:22:00
Deepak Nitrite,It  has  been  manipulated  to  keep  down  for  vested  interest  of  few  and  investors  are  burning  their  money  and  blood  to  benefit  the  promoter  and  the  cartel.,rrp19874,2025-01-29 22:17:00
Deepak Nitrite,ye  neechay  kyun  nhi  ja  rha  hai?  it  should  be  1500  as  per  profits,ChachaChaudhary,2025-01-25 17:31:00
Deepak Nitrite,is  there  any  news..  why  so  sudden  fall,investinindia@2047,2025-01-24 14:35:00
Deepak Nitrite,wapas  2200  par  aayega  ye.....  500  la  stock  2000  par  kyun  khareed  rhy  haon  log  i  have  no  clue..,ThefabulousPenguin,2025-01-23 10:20:00
Deepak Nitrite,What  investors  are  waiting  to  see  here,rrp19874,2025-01-23 00:32:00
Deepak Nitrite,market  up  deepak  falling..  market  down  deepak  falling..  market  sideways  deepak  falling..  what  the  hell  is  wrong  with  this..,mink07,2025-01-20 10:31:00
Deepak Nitrite,Short  covering  Hui  hai  chicha.  Long  built  toh  abhi  or  hoga,yudi2141,2025-01-19 15:11:00
Deepak Nitrite,"Keep  buying  deepak  nitrate  in  tons  below  2400  life  long  in  SIP,  it  is  going  to  wonderful  profit  in  long.  Strong  fundamentals  and  in  a  good  sector.  I  has  not  participated  in  the  bull  run.  It  has  come  to  buying  levels.",Arpaatma,2025-01-18 10:05:00
Deepak Nitrite,"sensex  crashed,  nifty  down  by  355  points",skp9988,2025-01-17 12:06:00
Deepak Nitrite,Q3  numbers  expected  to  be  better  for  most  chemical  companies,RK0079,2025-01-16 14:12:00
Deepak Nitrite,sideways  movement  stock  its  not  going  up  or  down  in  any  market  conditions  onces  it  cross  2400  it  will  go  down  to  2200,manojeq,2025-01-16 13:06:00
Deepak Nitrite,why  deepak  nitrite  is  falling  continuously  despite  off  borker  house  gave  good  target,7Sid_,2025-01-15 18:22:00
Deepak Nitrite,tomorrow  it  should  cross  2450  due  to  strong  indian  manufacturing  data  of  november  yoy  basis.  may  be  gap  up  opening    .,Tri239,2025-01-12 16:38:00
Deepak Nitrite,lic  increase  stake  in  deepak  nitrate  very  positive  for  it  ????☺️,sanjubly,2025-01-12 13:18:00
Deepak Nitrite,every  uptick  is  a  selling   loads  2500  pe...,Amsham,2025-01-12 00:46:00
Deepak Nitrite,people  are  not  taking  profit  decline  seriously  lol  otherwise  it  would  have  touched  my  target  of  1500  few  years  back,ThefabulousPenguin,2025-01-12 00:44:00
Deepak Nitrite,2400  itna  jyaada  high  hai  agar  lic  aur  promoter  thoda  bhi  sell  kiye  to  1000  rupees  par  aajyega  ye  stocks  chemicals  in  bad  shape  as  china  chemicals  prices  are  going  below  2019  now  again   that  time  deepak  was  500  rupees  stock,ThefabulousPenguin,2025-01-12 00:43:00
Deepak Nitrite,"buy  buy  buy,  one  week  target  2550,  sl  2420.  thank  me  later...",StopLoss44,2025-01-11 23:10:00
Deepak Nitrite,back  to  bullish.  target  2580-2700  within  january,smonish1992,2025-01-11 17:50:00
Deepak Nitrite,10  days  passed  but  no  positive  move  this  may  move  to  reach  2100.  All  purchased  premium  went  off.,san2202050,2025-01-11 10:39:00
Deepak Nitrite,"LIC  yet  again  increasing  stakes  in  DNL  .  Last  2  years  was  tough  for  the  sector  ,  ones  who  had  conviction  will  create  wealth",RajatSEN,2025-01-11 08:36:00
Deepak Nitrite,The  latest  shareholding  pattern  shows  that  both  Foreign  and  domestic  investors  have  increased  stakes  in  DNL  .  Funny  that  retailers  have  sold  again  .,RajatSEN,2025-01-11 08:35:00
Deepak Nitrite,no  signs  of  1500  levels  yet  keep  buying  dont  worry,ChachaChaudhary,2025-01-10 14:13:00
Deepak Nitrite,Buying  may  possible  during  last  week  of  this  month  till  the  time  looks  downside,san2202050,2025-01-10 10:13:00
Deepak Nitrite,tomorrow  deepak  nitrite  will  show  rally  according  to  my  calculations,SimranjeetSM01,2025-01-09 20:01:00
Deepak Nitrite,Time  to  leave  for  level  2100  to  enter.  May  this  keep  going  negative.,san2202050,2025-01-09 09:45:00
Deepak Nitrite,downside  is  not  possible  it  can  go  above  2500  or  it  will  keep  on  trading  between  2500  to  2400  .  buyer  are  strong  then  seller  in  bad  market  also  it  is  not  going  below  2400  next  target  is  2700  after  crossing  2500  this  is  just  eating  fno  premium,manojeq,2025-01-09 09:29:00
Deepak Nitrite,majority  stake  now  hold  by  dpk  nitrite  in  oman  deepak  ind.  ltd(  odil).  now  with  51%  stake  its  subsidiary  of  dpk  nitrite.  good  disclosure  by  company.  tred  always  positive  in  future,mkpareek21,2025-01-08 20:19:00
Deepak Nitrite,"This  will  be  going  towards  2300  now,  in  positive  market  this  didnt  shown  the  positiveness  and  then  from  last  3  market  negative  sessions  this  keep  decrementing,  so  I  cant  see  any  growth  in  short  term  even  me  in  loss  but  may  think  downfall  in  coming  weeks.",san2202050,2025-01-08 15:42:00
Deepak Nitrite,this  is  in  range  cant  go  above  2500  or  cant  come  below  2400  its  fight  between  call  and  put  .onces  it  cross  its  make  or  break,manojeq,2025-01-08 10:00:00
Deepak Nitrite,is   you  elaborate,newinvestorengg,2025-01-06 19:19:00
Deepak Nitrite,something  big  is  coming  in  this  counter  fasten  ur  seat  belts.  last  time  at  this  rate,MKC066,2025-01-05 15:12:00
Deepak Nitrite,"I  think  most  of  the  people  dont  understand  why  DN  is  a  stock  to  hold  for  10  ...  I  bought  in  Covid  with  a  time  frame  of  15  years  OR  India  s  chemical  share  Globally  as  10%  whichever  is  earlier  ...DN  has  invested  a  lot  which  they  will  reap  the  benefit  from  2025  start...HFC  will  also  contribute  to  its  profitability,,,,another  strange  reason  I  bought  this  share  coz  Maulik  is  n  will  be  hier  of  DN  n  subsidiaries  without  any  fight  with  anyone(Likewise  Reliance)  which  can  taken  down  the  stock  ,  goodwill,  profits  and  investors  confidence  ..  I  rarely  post  but  my  advise  its  not  a  3  years  or  3  days  stock,  buy  only  if  u  can  hold  for  8  years...  I  do  not  predict  share  price  still  I  believe  it  will  help  me  post  retirement  I  can  buy  house  with  DN  Thanks  all..n  negative  comments  waaalo  pls  dont  behave  like  Congress  (Grapes  are  sours)",BigBillionBull,2025-01-05 08:19:00
Deepak Nitrite,Deepak  Nitrite  is  surely  buy  buy  buy  very  soon  2536,Visionbright,2025-01-04 11:12:00
